dice_coef,loss
0.6090623736381531,0.029099825769662857
0.613811731338501,0.014839477837085724
0.6142491102218628,0.011720229871571064
0.6144051551818848,0.010911503806710243
0.6145326495170593,0.01013848464936018
0.6146426796913147,0.009658302180469036
0.614729642868042,0.009116669185459614
0.6147700548171997,0.008796950802206993
0.6148180365562439,0.008397364057600498
0.6148653030395508,0.008304419927299023
0.6148808598518372,0.008385132998228073
0.6149080395698547,0.00810690876096487
0.6149557828903198,0.00788642093539238
0.614961564540863,0.008016698062419891
0.6149822473526001,0.007503389846533537
0.614985466003418,0.007522385101765394
0.6149988174438477,0.007596972864121199
0.615035355091095,0.007464611902832985
0.6150522828102112,0.00730004720389843
0.6150686144828796,0.007208011578768492
0.6150879859924316,0.006935851648449898
0.6150948405265808,0.006953250616788864
0.6150988340377808,0.006930348929017782
0.6151101589202881,0.006717977114021778
0.6151184439659119,0.0067805941216647625
0.6151320338249207,0.00662294402718544
0.6151309013366699,0.00664825364947319
0.6151369214057922,0.006488812621682882
0.6151570677757263,0.006205737125128508
0.6151488423347473,0.0064001986756920815
0.6151542663574219,0.0062684775330126286
0.6151642203330994,0.006263767834752798
0.61515873670578,0.0060987938195466995
0.6151678562164307,0.006201519630849361
0.6151711344718933,0.006193875335156918
0.6151759028434753,0.0061007170006632805
0.6151760816574097,0.006019880995154381
0.6151683926582336,0.0059743281453847885
0.6151926517486572,0.006034555844962597
0.6152011156082153,0.005887842737138271
0.6151816248893738,0.005807814188301563
0.6151864528656006,0.0057871281169354916
0.6151940226554871,0.005788273178040981
0.6151915192604065,0.005921129137277603
0.6151847243309021,0.005683092400431633
0.6151946783065796,0.005802186671644449
0.6151896715164185,0.005586759652942419
0.6151931881904602,0.005704796873033047
0.615189254283905,0.005714623257517815
0.6152091026306152,0.005743667017668486
0.6152111291885376,0.0055526429787278175
0.6152023077011108,0.005628294311463833
0.6151984333992004,0.005573314614593983
0.61520916223526,0.005540006328374147
0.6152203679084778,0.0054631405510008335
0.6152118444442749,0.005491576623171568
0.615208089351654,0.005558343604207039
0.6152214407920837,0.005511618684977293
0.6152162551879883,0.005504816770553589
0.6152161955833435,0.005555722396820784
0.6152085065841675,0.005372508894652128
0.6152246594429016,0.005523324944078922
0.6152210235595703,0.0053419372998178005
0.6151877045631409,0.0054832519963383675
0.6152288913726807,0.005447858013212681
0.6152341365814209,0.005308258347213268
0.6152254343032837,0.005323941353708506
0.6152231097221375,0.005335262510925531
0.6152381896972656,0.005298003554344177
0.6152397394180298,0.005299105774611235
0.6152336597442627,0.005216837394982576
0.6152310371398926,0.005251091904938221
0.6152364611625671,0.005255028605461121
0.6152347326278687,0.005270181689411402
0.615241527557373,0.005276304204016924
0.6152381300926208,0.0051448349840939045
0.6152065992355347,0.00515785301104188
0.6152206659317017,0.00526054110378027
0.61524498462677,0.005165809765458107
0.6152581572532654,0.005145728122442961
0.615249514579773,0.005091715604066849
0.6152549386024475,0.005093742627650499
0.6152663230895996,0.005268435925245285
0.6152594089508057,0.005050284788012505
0.6152539253234863,0.005000867415219545
0.615256130695343,0.005002276040613651
0.6152589917182922,0.0049503399059176445
0.6152510643005371,0.005087594967335463
0.6152594685554504,0.0051411911845207214
0.6152576208114624,0.004950587637722492
0.6152551174163818,0.004936299752444029
0.6152625679969788,0.0050444756634533405
0.6152586340904236,0.005011954810470343
0.6152620911598206,0.004954571835696697
0.6152637004852295,0.004956900142133236
0.6152563691139221,0.004984475206583738
0.615260124206543,0.005004524253308773
0.6152603626251221,0.004901339765638113
0.615261971950531,0.005018618423491716
0.6152671575546265,0.004964394494891167
